provincia;departamento;sector;ambito;Localizacion;ElectricidadSi;ElectricidadRedpública;ElectricidadGrupoelectrógeno;ElectricidadPanelfotovoltaicosolar;ElectricidadGeneradoreólico;ElectricidadGeneradorhidráulico;ElectricidadOtro;EquipamientoEstablecimientoTelevisor;EquipamientoEstablecimientoSistemamultimediaoCañón;EquipamientoEstablecimientoScanner;EquipamientoEstablecimientoWebcam;EquipamientoEstablecimientoReproductordeCD;EquipamientoEstablecimientoReproductordeDVD;EquipamientoEstablecimientoImpresora;EquipamientoEstablecimientoEquipoemisorderadioAMFM;EquipamientoEstablecimientoEquiporeceptorderadioAMFM;EquipamientoEstablecimientoServidorparausoescolar;EquipamientoEstablecimientoImpresora3D;EquipamientoEstablecimientoEquipodeSonido;EquipamientoEstablecimientoPizarrasdigitales;EquipamientoBibliotecaTelevisor;EquipamientoBibliotecaSistemamultimediaoCañón;EquipamientoBibliotecaScanner;EquipamientoBibliotecaEquipamientoBibliotecaWebcam;EquipamientoBibliotecaReproductordeCD;EquipamientoBibliotecaReproductordeDVD;EquipamientoBibliotecaImpresora;EquipamientoBibliotecaEquipoemisorderadioAMFM;EquipamientoBibliotecaEquiporeceptorderadioAMFM;EquipamientoBibliotecaServidorparausoescolar;InternetTipodeservicioGratuitoEstado;InternetTipodeservicioGratuitoOtro;InternetTipodeservicioPago;InternetTipodeconexiónTelefónica;InternetTipodeconexiónADSL;InternetTipodeconexiónCableMódem;InternetTipodeconexiónSatelital;InternetTipodeconexiónOtroTipo;InternetTipodeconexiónMóvil;EspaciosconconexiónEneláreadeadministración;EspaciosconconexiónEnlasaulas;EspaciosconconexiónEnlabibliotecas;EspaciosconconexiónEnotroespaciodelestablecimiento;EspaciosconconexiónEnellaboratorio;CooperadoraConpersoneríajurídica;CooperadoraSinpersoneríajurídica;CooperadoraNo;SistemadeGestiónEscolarSi;SistemadeGestiónEscolarProvistoporelMinisterio;SistemadeGestiónEscolarDesarrolladoporterceros;SistemadeGestiónEscolarEncargadoporelEstablecimiento;SistemadeGestiónEscolarPlanilladeCalculo;DisponedesalaolaboratoriodeinformáticaSi;LaboratorioFuncionaesespacioexclusivoSi;BibliotecaDisponedealmenosunaSi;BibliotecaFuncionaesespacioexclusivoSi;SubvenciónEstatalJardínMaternalSi;SubvenciónEstatalJardíndeInfantesSi;SubvenciónEstatalPrimariaSi;SubvenciónEstatalSecundariaSi;SubvenciónEstatalSNUSi
San Luis;CHACABUCO;Estatal;Rural;32;32;32; ; ; ; ; ;19;24;13;4;11;11;24;11; ;5;2;25;3;3;2;1; ;1;2;1;1; ; ;31; ;1;5; ;2;11;10;8;28;32;5;13;2;24;1;7;31;31; ; ; ;3;2;13;3; ; ; ; ; 
San Luis;CHACABUCO;Estatal;Urbano;11;11;11; ; ; ; ; ;10;9;10;5;6;6;11;7; ;4;2;10;3;2;2;1; ;2;1;1;2; ; ;11; ; ;2; ;2;4;5;3;10;11;7;9;7;11; ; ;8;8; ; ; ;6;6;11;7; ; ; ; ; 
San Luis;CORONEL PRINGLES;Estatal;Rural;38;38;38;2; ; ; ; ;18;26;14;1;11;12;26;10; ;9;1;17;4;8;8;6;1;5;4;7;3; ;4;37; ; ;6;2;7;10;17;1;23;34;16;21;9;27;1;10;28;28; ; ; ;8;4;22;12; ; ; ; ; 
San Luis;CORONEL PRINGLES;Estatal;Urbano;6;6;6; ; ; ; ; ;6;5;4;1;4;2;5;3; ;1;1;5;2;4;3;1; ;3;1;3;1; ;1;6; ; ;1;1;1;2;1;1;6;6;6;5;3;5; ;1;6;6; ; ; ;3;3;6;4; ; ; ; ; 
San Luis;Enmascarado;Estatal;Urbano;6;6;5; ;1; ; ; ;4;5;5;2;2;1;6;1; ;1;1;5;2;1;1; ; ; ; ; ; ; ; ;5; ;1;1;1; ;3;2; ;5;6;3;5;3;1;1;4;5;5; ; ; ;2;2;4;2; ; ; ; ; 
San Luis;Enmascarado;Privado;Urbano;4;4;4; ; ; ; ; ;2;4;4;2;2;2;4;2; ; ; ;4; ;1;1;2;2;1;1;2; ; ; ;4; ; ;1;1;1;1; ; ;4;4;3;3;2;2; ;2;2;2; ; ; ;1;1;3;1; ;1;1;3;1
San Luis;GENERAL JUAN MARTIN DE PUEYRREDON;Estatal;Rural;40;40;40; ; ; ; ; ;18;30;19;6;15;13;37;8; ;5;1;22;7;3;6;3;2;4;3;6;3; ;1;39; ; ;3;3;10;8;19;1;31;38;11;28;7;29; ;11;36;35; ; ;1;5;3;25;10; ; ; ; ; 
San Luis;GENERAL JUAN MARTIN DE PUEYRREDON;Estatal;Urbano;102;102;102; ; ; ; ; ;78;84;74;34;47;46;96;39; ;19;13;89;24;27;32;12;6;14;17;21;10; ;9;101; ;1;10;4;44;20;40;16;100;98;75;82;44;64;2;36;88;83;1;3;1;39;27;89;65; ; ; ; ; 
San Luis;GENERAL JUAN MARTIN DE PUEYRREDON;Privado;Urbano;37;37;37; ; ; ; ; ;28;31;29;21;33;27;35;23; ;8;2;35;3;8;11;9;7;10;8;10;6; ;3;15; ;22;9;6;24;4;6;7;37;35;19;30;19;1; ;36;27;11;7;7;2;18;14;26;18; ;14;16;17;1
San Luis;GENERAL PEDERNERA;Estatal;Rural;32;32;32; ; ; ; ; ;16;26;13;5;8;7;26;14; ;5;3;19;6;4;5;2; ;3;4;2;6; ;1;32; ; ;2; ;4;17;12; ;22;29;10;23;8;21; ;11;31;31; ; ; ;6;1;22;9; ; ; ; ; 
San Luis;GENERAL PEDERNERA;Estatal;Urbano;69;69;69;1;2; ; ; ;52;58;55;22;30;30;67;30; ;15;10;66;22;20;21;10;5;12;12;15;7; ;2;66; ;3;15;6;29;11;28;12;69;67;39;55;28;55;1;13;57;52;1;2;2;30;21;59;43; ; ; ; ; 
San Luis;GENERAL PEDERNERA;Privado;Urbano;14;14;14; ; ; ; ; ;11;11;9;9;12;11;13;9; ;3; ;12;1;5;6;4;3;5;6;5;2; ; ;6; ;8;3;1;10; ;3;1;14;10;5;8;4;1; ;13;12;10;1; ;1;2;2;9;5; ;3;2;2; 
San Luis;GOBERNADOR DUPUY;Estatal;Rural;19;19;19; ; ; ; ; ;12;13;8;3;7;9;16;4; ;4;5;12;4;4;7;2;1;4;3;1;2; ;2;19; ; ;1; ;2;6;12;2;13;18;8;12;3;13;1;5;18;18; ; ; ;3;1;13;5; ; ; ; ; 
San Luis;GOBERNADOR DUPUY;Estatal;Urbano;6;6;5; ; ; ; ;1;5;6;3;3;5;5;5;3; ;2; ;6;3;3;2; ; ;1;1; ;2; ;1;6; ; ;1; ;3; ;2;3;6;6;4;5; ;5; ;1;4;4; ; ; ;1; ;5;3; ; ; ; ; 
San Luis;JUNIN;Estatal;Rural;35;34;31;3;1; ; ; ;20;28;16;5;12;8;23;10; ;4;4;28;4;7;8;6;1;3;3;10;1; ;2;35; ; ; ; ;1;22;13;1;30;32;11;20;5;29; ;6;29;29; ; ; ;5; ;23;10; ; ; ; ; 
San Luis;JUNIN;Estatal;Urbano;14;14;14; ; ; ; ; ;9;10;8;2;6;5;12;4; ;4; ;13;4;3;2; ;1;2;2;2;1; ;1;14; ; ;3;3;3;5;5; ;14;14;6;8;5;10;1;3;11;11; ; ; ;4;2;11;8; ; ; ; ; 
San Luis;JUNIN;Privado;Urbano;6;6;6; ; ; ; ; ;5;5;4;2;3;3;5;3; ; ; ;3; ;1;1; ; ;1;1;1;1; ; ;5; ;1;1; ;1;3;3; ;6;4;1;3;1;1; ;5;5;3;1;1; ;1;1;3;2; ;1;1;3;1
San Luis;LIBERTADOR GRL SAN MARTIN;Estatal;Rural;48;44;37;7;4; ; ; ;25;25;17;6;13;12;35;12; ;5;1;21;6;6;4;1;1;2;3;6;1; ; ;48; ; ;3; ;2;20;18;9;29;45;13;23;12;32; ;16;37;37; ; ; ;7;1;21;3; ; ; ; ; 
Santa Cruz;CORPEN AIKE;Estatal;Urbano;12;12;12; ; ; ; ; ;9;11;7;3;5;2;12;4; ;1;2;11;4;6;5; ; ;2;1;1;2; ;1;10;1; ;2;1;6;3;1; ;11;5;7;3;8;5;6;1;8;8; ; ; ;9;7;10;7; ; ; ; ; 
Santa Cruz;DESEADO;Estatal;Rural;12;12;12; ; ; ; ; ;10;11;7;3;9;6;12;4; ;2; ;11;2;2;3; ;1;2; ; ;2; ; ;7;4; ;1;2;1;7; ;1;10;5;3;3;2;1;8;3;10;10; ; ; ;2;2;11;6; ; ; ; ; 
Santa Cruz;DESEADO;Estatal;Urbano;75;75;75; ; ; ; ; ;53;62;29;22;41;35;69;20; ;8;9;60;20;26;27;1;6;22;15;11;9; ;2;63;7;1;30;10;29;5;14;4;69;27;24;25;27;11;47;17;46;43; ; ;3;35;25;63;49; ; ; ; ; 
Santa Cruz;DESEADO;Privado;Urbano;20;20;20;3; ; ; ; ;18;17;16;10;15;11;19;10; ;5;3;20;3;5;2;2;3;6;4;6;5; ;3;1; ;19;6;4;12; ;5;2;20;12;5;13;14; ; ;20;12;9;1;2; ;16;14;15;14; ;5;7;5; 
Santa Cruz;Enmascarado;Estatal;Rural;10;10;9;1; ; ; ; ;9;9;6;3;6;6;9;4; ;3; ;10;3;2;4; ; ; ; ; ; ; ; ;5;5; ; ;1;3;3;4; ;10;5;4;4;6; ;6;4;7;7; ; ; ;7;1;10;4; ; ; ; ; 
Santa Cruz;Enmascarado;Privado;Rural;1;1; ; ; ; ; ;1;1;1;1;1;1; ;1;1; ;1; ; ; ;1;1;1;1;1; ;1;1; ;1; ; ;1; ; ; ; ;1; ; ;1; ; ; ; ; ;1;1; ; ;1; ; ; ;1;1; ; ; ; ; 
Santa Cruz;Enmascarado;Privado;Urbano;6;6;6; ; ; ; ; ;5;5;4;3;4;3;5; ; ; ; ;3;4;1;1; ;1;1;1; ; ; ; ; ; ;4;2;1; ;1; ; ;4;2;2;3;2; ; ;6;3;3; ; ; ;3;2;5;3; ;2;3; ; 
Santa Cruz;GUER AIKE;Estatal;Rural;12;12;7;6;3;1; ;1;10;9;3;3;6;5;9;7; ;4; ;10;4;3;4;1; ;3;3;1;2; ;1;7;3; ;2;1;4;3;1;2;10;9;4;6;5;1;5;6;4;4; ; ; ;3;1;9;2; ; ; ; ; 
Santa Cruz;GUER AIKE;Estatal;Urbano;80;80;80; ; ; ; ; ;51;73;38;17;43;33;75;25; ;8;6;70;27;28;39;5;5;21;18;9;15; ;3;69;2;3;18;7;41;6;16;3;74;43;37;33;36;26;38;16;63;60;1; ;2;47;39;73;61; ; ; ; ; 
Santa Cruz;GUER AIKE;Privado;Urbano;23;23;23;6; ; ; ; ;20;22;18;13;23;18;23;11; ;5; ;23;7;7;8;1;1;8;7;6;4; ;1;2; ;21;6;6;9;2;7;1;23;20;18;19;13;1; ;22;19;14;2;1;2;13;10;18;15; ;7;9;4;1
Santa Cruz;LAGO ARGENTINO;Estatal;Urbano;11;11;11; ; ; ; ; ;9;10;7;4;6;6;10;4; ;3;1;9;5;4;5; ;1;4;3;1;2; ;1;7;3;1;4;3;7;1;2; ;11;5;5;4;8;4;6;1;9;8; ; ;1;8;7;11;8; ; ; ; ; 
Santa Cruz;LAGO ARGENTINO;Privado;Urbano;6;6;6; ; ; ; ; ;6;5;4;3;5;5;6;2; ;3;3;5;3;5;5;2;2;5;5;4;2; ;2; ; ;6;2;4;1; ;1;2;6;4;4;4;5;1; ;5;4;3;1; ; ;4;3;6;6; ; ;2;2;1
